name,size,obs,boxes
001071.jpg,"[600, 904, 3]","[1, 1, 6, 6, 12]","[[130, 181, 311, 584], [358, 204, 519, 598], [130, 257, 323, 775], [284, 305, 546, 822], [4, 360, 49, 443]]"
001072.jpg,"[777, 600, 3]","[19, 1]","[[124, 331, 650, 480], [249, 264, 491, 480]]"
001073.jpg,"[800, 600, 3]","[4, 4, 4, 4, 4, 4]","[[88, 285, 238, 397], [216, 282, 278, 386], [363, 245, 451, 378], [442, 254, 560, 408], [523, 243, 680, 384], [674, 258, 800, 363]]"
001074.jpg,"[1053, 600, 3]",[2],"[[156, 114, 888, 438]]"
001075.jpg,"[800, 600, 3]","[5, 3]","[[357, 237, 651, 370], [93, 235, 179, 454]]"
001076.jpg,"[800, 600, 3]","[10, 10, 1]","[[43, 130, 358, 226], [669, 133, 794, 192], [182, 182, 525, 600]]"
001077.jpg,"[800, 600, 3]",[20],"[[45, 162, 342, 474]]"
001078.jpg,"[800, 600, 3]",[3],"[[3, 162, 392, 600]]"
001079.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 18, 17]","[[301, 210, 456, 418], [410, 235, 600, 430], [595, 234, 760, 510], [194, 221, 347, 453], [3, 224, 230, 566], [312, 2, 418, 264], [2, 395, 768, 600]]"
001080.jpg,"[800, 600, 3]","[8, 12]","[[5, 72, 800, 363], [219, 341, 306, 408]]"
001081.jpg,"[800, 600, 3]","[16, 20]","[[235, 282, 453, 600], [645, 245, 738, 368]]"
001082.jpg,"[800, 600, 3]","[3, 18]","[[339, 245, 555, 490], [216, 2, 490, 155]]"
001083.jpg,"[901, 600, 3]",[14],"[[294, 99, 573, 341]]"
001084.jpg,"[600, 906, 3]","[6, 1]","[[219, 332, 400, 864], [187, 191, 425, 636]]"
001085.jpg,"[800, 600, 3]","[12, 1, 1, 1, 1, 1, 1, 1]","[[109, 24, 715, 502], [704, 5, 773, 179], [3, 3, 138, 326], [162, 2, 205, 114], [195, 2, 288, 122], [635, 6, 669, 80], [662, 2, 682, 77], [674, 2, 710, 93]]"
001086.jpg,"[800, 600, 3]","[1, 1, 15]","[[478, 78, 800, 573], [3, 59, 398, 558], [485, 368, 586, 600]]"
001087.jpg,"[600, 799, 3]",[16],"[[48, 163, 576, 737]]"
001088.jpg,"[800, 600, 3]",[5],"[[3, 2, 669, 600]]"
001089.jpg,"[800, 600, 3]",[9],"[[19, 138, 731, 525]]"
001090.jpg,"[843, 600, 3]",[12],"[[30, 268, 799, 484]]"
001091.jpg,"[800, 600, 3]","[1, 1, 1, 1, 17, 18, 18, 18, 18]","[[624, 278, 800, 571], [406, 237, 682, 523], [134, 267, 395, 578], [2, 491, 134, 600], [86, 509, 800, 600], [539, 91, 696, 230], [245, 101, 363, 230], [157, 250, 363, 390], [546, 277, 730, 464]]"
001092.jpg,"[898, 600, 3]","[5, 1]","[[235, 113, 819, 596], [807, 2, 898, 600]]"
001093.jpg,"[750, 600, 3]","[12, 12, 12, 12]","[[78, 82, 718, 556], [164, 58, 267, 96], [381, 64, 405, 84], [330, 64, 354, 81]]"
001094.jpg,"[901, 600, 3]",[14],"[[4, 301, 625, 382]]"
001095.jpg,"[826, 600, 3]","[1, 1, 1, 5]","[[430, 221, 593, 575], [339, 273, 469, 418], [289, 202, 392, 433], [160, 365, 506, 577]]"
001096.jpg,"[800, 600, 3]","[1, 9]","[[280, 62, 534, 360], [240, 226, 594, 515]]"
001097.jpg,"[898, 600, 3]","[1, 1, 1, 1, 1]","[[2, 122, 167, 600], [59, 158, 340, 600], [313, 343, 481, 600], [467, 214, 772, 598], [616, 70, 898, 600]]"
001098.jpg,"[600, 800, 3]",[3],"[[74, 29, 600, 800]]"
001099.jpg,"[800, 600, 3]","[8, 1, 1, 1, 1]","[[5, 155, 800, 523], [106, 411, 138, 482], [654, 384, 693, 510], [138, 386, 170, 477], [693, 382, 749, 509]]"
001100.jpg,"[800, 600, 3]",[4],"[[243, 234, 523, 454]]"
001101.jpg,"[901, 600, 3]","[1, 1, 1, 1, 13]","[[258, 110, 405, 380], [4, 50, 391, 598], [551, 142, 723, 560], [667, 148, 894, 595], [593, 326, 901, 600]]"
001102.jpg,"[898, 600, 3]","[8, 8, 8]","[[59, 2, 508, 268], [18, 171, 898, 600], [625, 97, 898, 234]]"
001103.jpg,"[800, 600, 3]",[4],"[[216, 194, 533, 586]]"
001104.jpg,"[898, 600, 3]",[5],"[[2, 7, 708, 600]]"
001105.jpg,"[800, 600, 3]","[17, 1, 1, 15, 15]","[[3, 350, 536, 600], [325, 141, 677, 598], [709, 67, 800, 600], [198, 282, 227, 382], [133, 301, 181, 406]]"
001106.jpg,"[800, 600, 3]","[16, 16, 16, 16, 17]","[[163, 256, 384, 523], [472, 253, 622, 510], [542, 278, 744, 581], [581, 238, 712, 413], [539, 286, 800, 510]]"
001107.jpg,"[904, 600, 3]",[8],"[[22, 173, 891, 407]]"
001108.jpg,"[800, 600, 3]","[1, 1, 1]","[[139, 203, 381, 600], [432, 78, 800, 600], [341, 261, 493, 597]]"
001109.jpg,"[901, 600, 3]","[1, 1]","[[494, 25, 901, 600], [2, 130, 544, 600]]"
001110.jpg,"[800, 600, 3]","[3, 3]","[[30, 117, 422, 488], [406, 106, 797, 522]]"
001111.jpg,"[901, 600, 3]","[12, 12, 12, 12]","[[695, 440, 768, 486], [198, 445, 301, 523], [333, 461, 375, 485], [160, 452, 211, 503]]"
001112.jpg,"[896, 600, 3]","[14, 12, 12, 18, 18]","[[579, 156, 727, 383], [109, 301, 224, 362], [170, 296, 251, 347], [324, 500, 467, 600], [464, 536, 627, 600]]"
001113.jpg,"[800, 600, 3]","[1, 1, 1]","[[619, 75, 779, 256], [632, 128, 765, 542], [402, 125, 650, 522]]"
001114.jpg,"[901, 600, 3]",[6],"[[371, 198, 723, 544]]"
001115.jpg,"[896, 600, 3]","[14, 14]","[[186, 202, 896, 467], [2, 210, 154, 410]]"
001116.jpg,"[840, 600, 3]",[1],"[[49, 50, 840, 598]]"
001117.jpg,"[800, 600, 3]",[19],"[[10, 330, 758, 600]]"
001118.jpg,"[920, 600, 3]","[1, 1, 1, 1, 1]","[[399, 162, 771, 600], [28, 70, 433, 600], [74, 7, 418, 414], [810, 2, 887, 116], [335, 2, 442, 173]]"
001119.jpg,"[901, 600, 3]",[12],"[[450, 321, 618, 387]]"
001120.jpg,"[940, 600, 3]","[4, 4, 4, 4, 4]","[[17, 233, 83, 286], [224, 299, 318, 363], [408, 350, 529, 440], [534, 363, 662, 453], [769, 395, 880, 487]]"
001121.jpg,"[600, 800, 3]",[10],"[[86, 46, 470, 800]]"
001122.jpg,"[600, 801, 3]",[2],"[[119, 35, 553, 801]]"
001123.jpg,"[901, 600, 3]",[5],"[[353, 49, 793, 539]]"
001124.jpg,"[920, 600, 3]","[11, 12]","[[348, 258, 473, 392], [628, 357, 679, 377]]"
001125.jpg,"[901, 600, 3]","[12, 12, 12, 1, 1]","[[479, 314, 782, 490], [378, 308, 562, 409], [2, 317, 402, 600], [295, 268, 359, 396], [544, 274, 616, 562]]"
001126.jpg,"[901, 600, 3]",[8],"[[279, 126, 622, 503]]"
001127.jpg,"[800, 600, 3]","[5, 5, 5, 19]","[[67, 200, 325, 528], [312, 218, 472, 461], [453, 181, 794, 386], [2, 3, 800, 539]]"
001128.jpg,"[800, 600, 3]","[3, 3]","[[330, 114, 616, 245], [2, 176, 482, 480]]"
001129.jpg,"[1111, 600, 3]","[19, 1, 1]","[[4, 64, 1111, 600], [482, 84, 1111, 398], [2, 113, 413, 373]]"
001130.jpg,"[800, 600, 3]",[4],"[[182, 171, 474, 426]]"
001131.jpg,"[901, 600, 3]",[5],"[[141, 43, 746, 479]]"
001132.jpg,"[901, 600, 3]","[3, 19]","[[38, 168, 728, 515], [61, 83, 901, 600]]"
001133.jpg,"[800, 600, 3]","[19, 19, 1, 1, 1]","[[2, 333, 693, 600], [723, 395, 800, 600], [422, 254, 646, 600], [290, 307, 437, 600], [102, 323, 294, 600]]"
001134.jpg,"[829, 600, 3]","[13, 13, 12]","[[93, 292, 237, 501], [288, 308, 512, 462], [555, 210, 829, 600]]"
001135.jpg,"[901, 600, 3]",[12],"[[265, 148, 708, 465]]"
001136.jpg,"[600, 600, 3]","[10, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[[42, 184, 600, 450], [358, 82, 506, 160], [298, 186, 349, 266], [389, 218, 430, 245], [48, 404, 145, 481], [72, 535, 113, 572], [160, 437, 211, 460], [329, 434, 384, 462], [443, 478, 498, 511], [253, 536, 299, 575]]"
001137.jpg,"[901, 600, 3]","[1, 1]","[[314, 211, 490, 600], [436, 133, 625, 600]]"
001138.jpg,"[800, 600, 3]","[16, 16, 16, 20, 20, 20]","[[445, 294, 562, 466], [240, 312, 365, 488], [230, 406, 347, 589], [411, 240, 467, 307], [229, 250, 304, 330], [2, 261, 42, 347]]"
001139.jpg,"[800, 600, 3]","[16, 16]","[[2, 245, 178, 574], [83, 205, 251, 509]]"
001140.jpg,"[600, 800, 3]","[5, 5, 1]","[[411, 499, 517, 651], [91, 477, 251, 744], [270, 102, 416, 643]]"
001141.jpg,"[800, 600, 3]","[10, 10, 1, 1, 1, 1, 1, 18, 18]","[[568, 136, 646, 176], [418, 275, 659, 589], [347, 189, 387, 334], [274, 198, 315, 312], [234, 189, 282, 339], [82, 307, 158, 493], [19, 310, 85, 498], [350, 37, 392, 66], [205, 42, 302, 70]]"
001142.jpg,"[800, 600, 3]","[18, 18, 18, 18, 18, 18, 18]","[[2, 227, 262, 594], [142, 144, 283, 387], [387, 166, 427, 266], [341, 171, 392, 254], [274, 181, 306, 261], [306, 187, 330, 261], [330, 178, 354, 259]]"
001143.jpg,"[600, 800, 3]",[4],"[[22, 64, 597, 760]]"
001144.jpg,"[901, 600, 3]",[8],"[[7, 94, 901, 515]]"
001145.jpg,"[600, 800, 3]","[5, 1, 1, 1]","[[2, 326, 238, 789], [182, 187, 486, 666], [202, 2, 386, 515], [368, 693, 600, 800]]"
001146.jpg,"[600, 1281, 3]",[5],"[[150, 130, 495, 1103]]"
001147.jpg,"[901, 600, 3]",[1],"[[34, 4, 895, 600]]"
001148.jpg,"[800, 600, 3]",[12],"[[355, 267, 397, 299]]"
001149.jpg,"[800, 600, 3]","[19, 20, 18]","[[237, 221, 645, 483], [120, 136, 234, 245], [2, 11, 227, 600]]"
001150.jpg,"[800, 600, 3]","[5, 1, 1, 19]","[[278, 142, 635, 600], [2, 2, 619, 600], [2, 2, 325, 318], [3, 53, 800, 600]]"
001151.jpg,"[906, 600, 3]","[5, 1, 1]","[[169, 198, 573, 589], [477, 5, 776, 596], [401, 2, 596, 355]]"
001152.jpg,"[800, 600, 3]","[11, 1, 1, 1]","[[93, 4, 800, 600], [357, 202, 486, 600], [134, 261, 261, 600], [550, 295, 641, 393]]"
001153.jpg,"[800, 600, 3]",[8],"[[234, 317, 573, 430]]"
001154.jpg,"[800, 600, 3]","[19, 18]","[[2, 373, 278, 600], [214, 368, 274, 438]]"
001155.jpg,"[800, 600, 3]","[12, 1, 10]","[[598, 395, 800, 600], [557, 333, 744, 600], [35, 214, 538, 493]]"
001156.jpg,"[752, 600, 3]",[3],"[[150, 120, 623, 487]]"
001157.jpg,"[901, 600, 3]","[13, 1, 1]","[[20, 49, 793, 517], [768, 2, 840, 150], [831, 2, 901, 160]]"
001158.jpg,"[800, 600, 3]","[16, 16]","[[427, 2, 798, 560], [2, 3, 414, 574]]"
001159.jpg,"[804, 600, 3]","[19, 1]","[[3, 386, 804, 600], [383, 388, 505, 547]]"
001160.jpg,"[901, 600, 3]",[8],"[[395, 178, 485, 254]]"
001161.jpg,"[800, 600, 3]",[14],"[[90, 2, 800, 600]]"
001162.jpg,"[800, 600, 3]",[19],"[[314, 200, 782, 523]]"
001163.jpg,"[800, 600, 3]","[19, 16, 17, 16, 16, 16, 16, 16]","[[75, 299, 504, 600], [562, 288, 800, 573], [69, 240, 392, 357], [82, 206, 166, 275], [189, 197, 264, 261], [182, 216, 283, 326], [307, 250, 376, 307], [3, 230, 122, 461]]"
001164.jpg,"[800, 600, 3]","[17, 1, 1, 1, 1, 16, 16, 16, 18]","[[122, 278, 642, 597], [528, 194, 784, 509], [10, 200, 210, 522], [166, 187, 288, 357], [370, 166, 515, 312], [552, 405, 730, 600], [251, 442, 450, 600], [451, 341, 560, 554], [744, 115, 800, 213]]"
001165.jpg,"[600, 901, 3]","[9, 9, 1, 1]","[[207, 560, 344, 627], [346, 571, 479, 645], [494, 454, 564, 640], [454, 438, 508, 634]]"
001166.jpg,"[800, 600, 3]",[20],"[[526, 160, 606, 256]]"
001167.jpg,"[840, 600, 3]","[1, 1, 19, 15]","[[2, 10, 269, 279], [264, 32, 808, 600], [175, 121, 840, 600], [2, 158, 72, 600]]"
001168.jpg,"[800, 600, 3]","[1, 1]","[[2, 2, 645, 600], [446, 117, 800, 600]]"
001169.jpg,"[901, 600, 3]","[1, 16, 16, 16, 16, 16, 16, 16, 16, 1, 1, 17]","[[193, 77, 589, 326], [88, 314, 308, 524], [557, 312, 652, 409], [22, 166, 144, 382], [213, 157, 306, 241], [40, 236, 249, 472], [160, 141, 258, 243], [29, 114, 106, 157], [2, 150, 90, 249], [427, 223, 690, 503], [186, 216, 467, 521], [4, 501, 901, 600]]"
001170.jpg,"[800, 600, 3]","[1, 1, 19]","[[163, 182, 546, 600], [509, 224, 800, 600], [2, 290, 392, 600]]"
001171.jpg,"[906, 600, 3]","[13, 1, 1, 1]","[[283, 404, 584, 600], [7, 107, 120, 440], [261, 154, 415, 455], [526, 120, 868, 600]]"
001172.jpg,"[1604, 600, 3]",[14],"[[61, 64, 1559, 520]]"
001173.jpg,"[901, 600, 3]","[3, 1]","[[602, 81, 897, 512], [5, 94, 681, 600]]"
001174.jpg,"[800, 600, 3]","[19, 16, 16, 16, 17]","[[2, 437, 400, 600], [504, 325, 608, 502], [394, 341, 510, 528], [229, 323, 299, 469], [296, 333, 597, 520]]"
001175.jpg,"[800, 600, 3]","[1, 1, 20]","[[190, 245, 587, 526], [251, 270, 410, 368], [576, 182, 718, 299]]"
001176.jpg,"[800, 600, 3]","[10, 10, 10, 10, 10, 10, 10]","[[749, 395, 771, 498], [435, 131, 722, 544], [126, 158, 179, 544], [314, 477, 403, 502], [222, 403, 280, 504], [53, 341, 130, 507], [651, 414, 714, 493]]"
001177.jpg,"[802, 600, 3]","[15, 1, 1, 17, 19]","[[22, 184, 144, 598], [324, 196, 746, 558], [165, 207, 433, 430], [24, 409, 595, 600], [598, 193, 759, 380]]"
001178.jpg,"[896, 600, 3]",[14],"[[2, 226, 896, 313]]"
001179.jpg,"[800, 600, 3]","[16, 16, 17]","[[285, 235, 546, 597], [6, 323, 232, 598], [34, 272, 438, 597]]"
001180.jpg,"[600, 901, 3]","[18, 19, 1]","[[315, 474, 479, 768], [425, 551, 598, 901], [70, 207, 600, 901]]"
001181.jpg,"[901, 600, 3]",[2],"[[178, 186, 483, 512]]"
001182.jpg,"[800, 600, 3]","[4, 4]","[[200, 238, 645, 470], [160, 198, 349, 293]]"
001183.jpg,"[800, 600, 3]","[6, 6, 1]","[[126, 261, 299, 450], [221, 194, 558, 570], [363, 142, 458, 392]]"
001184.jpg,"[800, 600, 3]",[9],"[[130, 446, 331, 570]]"
001185.jpg,"[800, 600, 3]","[3, 1, 17, 15]","[[315, 318, 462, 517], [125, 125, 462, 600], [326, 357, 800, 600], [723, 210, 800, 405]]"
001186.jpg,"[600, 800, 3]","[9, 1]","[[259, 370, 302, 453], [246, 314, 307, 432]]"
001187.jpg,"[600, 800, 3]","[16, 16, 19]","[[34, 656, 368, 800], [296, 581, 586, 800], [171, 432, 576, 634]]"
001188.jpg,"[800, 600, 3]","[10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10, 10]","[[461, 152, 509, 198], [550, 101, 603, 139], [520, 155, 574, 197], [602, 154, 653, 200], [646, 102, 712, 138], [288, 299, 397, 419], [93, 176, 218, 253], [211, 154, 282, 216], [722, 210, 800, 277], [755, 155, 800, 195], [755, 109, 800, 136], [10, 72, 128, 136], [152, 77, 198, 110]]"
001189.jpg,"[600, 802, 3]","[17, 16, 16, 16, 16, 16, 16, 16, 16]","[[172, 427, 446, 677], [404, 420, 549, 674], [416, 404, 520, 622], [396, 398, 478, 571], [229, 440, 395, 746], [270, 388, 339, 430], [133, 395, 194, 456], [96, 399, 202, 521], [71, 414, 207, 666]]"
001190.jpg,"[800, 600, 3]",[5],"[[141, 256, 658, 600]]"
001191.jpg,"[800, 600, 3]",[7],"[[2, 5, 477, 600]]"
001192.jpg,"[800, 600, 3]","[5, 5]","[[470, 275, 595, 507], [237, 171, 346, 374]]"
001193.jpg,"[600, 800, 3]",[9],"[[2, 2, 598, 800]]"
001194.jpg,"[800, 600, 3]",[9],"[[115, 288, 450, 544]]"
001195.jpg,"[800, 600, 3]",[5],"[[222, 82, 523, 514]]"
001196.jpg,"[600, 877, 3]",[2],"[[156, 207, 502, 716]]"
001197.jpg,"[901, 600, 3]",[19],"[[59, 47, 894, 564]]"
001198.jpg,"[800, 600, 3]","[12, 12, 1]","[[2, 3, 675, 595], [616, 200, 789, 310], [602, 165, 653, 259]]"
001199.jpg,"[800, 600, 3]","[13, 13]","[[488, 406, 800, 600], [138, 283, 632, 600]]"
001200.jpg,"[885, 600, 3]",[14],"[[28, 14, 841, 568]]"
001201.jpg,"[901, 600, 3]","[13, 1]","[[351, 312, 557, 528], [422, 95, 568, 391]]"
001202.jpg,"[800, 600, 3]","[5, 5]","[[2, 254, 403, 402], [352, 48, 626, 378]]"
001203.jpg,"[875, 600, 3]",[5],"[[78, 15, 818, 520]]"
001204.jpg,"[800, 600, 3]","[19, 20, 16]","[[130, 307, 760, 597], [778, 229, 800, 322], [730, 307, 800, 426]]"
001205.jpg,"[896, 600, 3]",[10],"[[158, 136, 562, 471]]"
001206.jpg,"[800, 600, 3]","[1, 5]","[[438, 2, 686, 461], [275, 226, 378, 522]]"
001207.jpg,"[800, 600, 3]",[2],"[[200, 123, 800, 600]]"
001208.jpg,"[800, 600, 3]",[3],"[[395, 2, 800, 416]]"
001209.jpg,"[800, 600, 3]",[5],"[[314, 154, 437, 381]]"
001210.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1]","[[443, 414, 491, 506], [446, 298, 494, 419], [358, 342, 400, 490], [314, 318, 352, 442], [8, 323, 72, 491], [3, 326, 26, 448]]"
001211.jpg,"[600, 733, 3]","[3, 5, 16]","[[392, 315, 600, 733], [1, 13, 329, 412], [6, 183, 534, 733]]"
001212.jpg,"[800, 600, 3]","[1, 1, 1, 1, 18, 18, 18]","[[171, 266, 478, 526], [331, 40, 568, 254], [443, 107, 571, 362], [600, 125, 800, 592], [642, 45, 747, 200], [602, 91, 688, 206], [285, 5, 381, 90]]"
001213.jpg,"[600, 800, 3]",[9],"[[374, 602, 600, 754]]"
001214.jpg,"[800, 600, 3]","[16, 16, 20, 20, 19]","[[69, 299, 226, 566], [2, 363, 74, 600], [325, 230, 390, 325], [195, 240, 328, 334], [384, 264, 800, 600]]"
001215.jpg,"[800, 600, 3]",[9],"[[50, 114, 757, 507]]"
001216.jpg,"[800, 600, 3]","[3, 3]","[[506, 102, 608, 254], [2, 219, 314, 400]]"
001217.jpg,"[800, 600, 3]","[19, 5, 5, 5, 5]","[[30, 3, 800, 600], [50, 227, 358, 528], [379, 150, 800, 320], [438, 414, 760, 600], [322, 256, 800, 522]]"
001218.jpg,"[800, 600, 3]",[11],"[[34, 122, 754, 442]]"
001219.jpg,"[904, 600, 3]","[14, 1]","[[181, 305, 322, 560], [754, 266, 866, 416]]"
001220.jpg,"[800, 600, 3]","[19, 5, 1]","[[2, 86, 688, 600], [2, 203, 616, 600], [2, 6, 614, 600]]"
001221.jpg,"[600, 904, 3]","[14, 1, 1]","[[188, 183, 477, 696], [302, 450, 356, 513], [233, 488, 258, 511]]"
001222.jpg,"[800, 600, 3]","[1, 1, 16, 16, 12, 12]","[[165, 253, 195, 290], [14, 302, 74, 403], [58, 307, 118, 416], [2, 478, 69, 600], [179, 293, 754, 525], [171, 234, 389, 314]]"
001223.jpg,"[901, 600, 3]",[8],"[[27, 216, 876, 458]]"
001224.jpg,"[901, 600, 3]","[9, 9, 9, 9, 1, 1, 1, 1, 1, 1]","[[182, 276, 337, 505], [387, 299, 544, 512], [591, 312, 780, 550], [494, 281, 640, 472], [171, 141, 341, 402], [371, 148, 537, 447], [587, 164, 780, 445], [494, 157, 629, 429], [187, 4, 243, 142], [667, 2, 715, 115]]"
001225.jpg,"[600, 775, 3]",[5],"[[155, 329, 470, 642]]"
001226.jpg,"[901, 600, 3]",[5],"[[189, 90, 899, 494]]"
001227.jpg,"[600, 800, 3]","[10, 1, 1, 1, 1, 1]","[[2, 2, 600, 707], [442, 488, 496, 563], [374, 485, 411, 562], [299, 491, 368, 621], [173, 490, 230, 602], [80, 494, 131, 598]]"
001228.jpg,"[802, 600, 3]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[339, 335, 496, 560], [513, 3, 802, 387], [290, 63, 462, 377], [217, 43, 303, 367], [104, 42, 215, 369], [26, 67, 168, 380], [659, 14, 746, 116], [480, 37, 578, 380], [416, 61, 505, 380], [2, 77, 64, 202]]"
001229.jpg,"[800, 600, 3]","[15, 1, 1]","[[333, 146, 661, 342], [24, 120, 686, 600], [557, 251, 800, 600]]"
001230.jpg,"[752, 600, 3]",[8],"[[102, 232, 600, 380]]"
001231.jpg,"[800, 600, 3]","[16, 16, 19]","[[357, 203, 491, 341], [86, 227, 290, 421], [472, 283, 800, 600]]"
001232.jpg,"[901, 600, 3]",[5],"[[231, 61, 681, 569]]"
001233.jpg,"[600, 901, 3]",[3],"[[115, 258, 463, 901]]"
001234.jpg,"[600, 1154, 3]","[1, 1, 5, 20]","[[162, 32, 420, 1022], [76, 385, 438, 1154], [2, 981, 143, 1096], [7, 646, 164, 886]]"
001235.jpg,"[800, 600, 3]","[2, 2]","[[214, 194, 333, 424], [502, 251, 646, 501]]"
001236.jpg,"[752, 600, 3]","[6, 1]","[[104, 167, 650, 544], [335, 42, 465, 380]]"
001237.jpg,"[800, 600, 3]",[12],"[[184, 250, 426, 341]]"
001238.jpg,"[600, 800, 3]","[1, 9]","[[278, 235, 411, 512], [274, 363, 403, 573]]"
001239.jpg,"[800, 600, 3]","[5, 5, 5]","[[173, 96, 512, 256], [365, 221, 610, 600], [189, 150, 458, 491]]"
001240.jpg,"[800, 600, 3]","[1, 1, 1]","[[2, 2, 216, 598], [35, 254, 683, 600], [550, 403, 800, 600]]"
001241.jpg,"[600, 800, 3]","[6, 1, 1, 1, 1, 1, 1, 1]","[[54, 96, 600, 800], [227, 30, 600, 800], [558, 349, 600, 477], [2, 477, 91, 800], [2, 432, 27, 562], [186, 67, 221, 123], [165, 72, 187, 114], [142, 56, 162, 98]]"
001242.jpg,"[901, 600, 3]",[1],"[[2, 22, 559, 600]]"
001243.jpg,"[600, 974, 3]",[1],"[[171, 29, 542, 956]]"
001244.jpg,"[800, 600, 3]","[16, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 1, 1, 1]","[[5, 246, 101, 424], [454, 371, 635, 600], [726, 21, 789, 179], [406, 194, 430, 283], [392, 195, 414, 283], [358, 192, 382, 278], [374, 198, 398, 283], [339, 194, 360, 274], [115, 157, 130, 194], [131, 155, 146, 195], [144, 163, 157, 194], [152, 158, 168, 195], [166, 154, 182, 197], [179, 158, 194, 194], [190, 158, 206, 195], [26, 182, 379, 586], [408, 2, 760, 597], [573, 101, 800, 600]]"
001245.jpg,"[800, 600, 3]","[6, 1, 6]","[[381, 165, 573, 403], [307, 234, 376, 306], [5, 197, 53, 346]]"
001246.jpg,"[798, 600, 3]",[16],"[[284, 322, 755, 600]]"
001247.jpg,"[898, 600, 3]",[10],"[[426, 196, 825, 300]]"
001248.jpg,"[800, 600, 3]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[[2, 94, 109, 467], [378, 46, 443, 430], [437, 69, 469, 125], [410, 51, 534, 405], [450, 98, 554, 488], [530, 72, 595, 486], [565, 34, 686, 533], [635, 32, 795, 552], [216, 368, 285, 445], [120, 381, 194, 450]]"
001249.jpg,"[600, 800, 3]",[3],"[[3, 510, 544, 763]]"
001250.jpg,"[900, 600, 3]",[2],"[[358, 202, 531, 400]]"
001251.jpg,"[901, 600, 3]","[1, 1, 1, 1, 1, 1]","[[281, 168, 335, 231], [232, 168, 288, 231], [200, 211, 249, 232], [32, 20, 182, 277], [2, 117, 40, 218], [2, 27, 632, 600]]"
001252.jpg,"[713, 600, 3]",[12],"[[87, 124, 611, 499]]"
001253.jpg,"[600, 800, 3]","[1, 1, 13]","[[2, 237, 165, 550], [434, 134, 600, 707], [122, 309, 442, 507]]"
001254.jpg,"[904, 600, 3]","[1, 6]","[[475, 74, 598, 414], [383, 150, 705, 475]]"
001255.jpg,"[800, 600, 3]","[18, 18]","[[2, 3, 606, 600], [466, 3, 800, 600]]"
001256.jpg,"[800, 600, 3]","[9, 1, 1, 9, 9, 9]","[[339, 307, 421, 346], [357, 272, 416, 342], [616, 310, 686, 563], [709, 301, 800, 515], [666, 314, 755, 504], [645, 322, 720, 494]]"
001257.jpg,"[801, 600, 3]",[5],"[[176, 60, 585, 600]]"
001258.jpg,"[800, 600, 3]","[12, 12]","[[162, 147, 677, 459], [491, 165, 662, 288]]"
001259.jpg,"[898, 600, 3]","[1, 1, 9]","[[395, 273, 507, 557], [341, 278, 435, 551], [298, 361, 411, 553]]"
001260.jpg,"[800, 600, 3]",[2],"[[267, 136, 392, 224]]"
001261.jpg,"[800, 600, 3]","[16, 1, 1, 1]","[[2, 245, 790, 600], [98, 29, 482, 549], [115, 197, 530, 600], [410, 152, 789, 600]]"
001262.jpg,"[750, 600, 3]",[2],"[[62, 46, 538, 558]]"
001263.jpg,"[800, 600, 3]","[16, 16, 19, 17]","[[171, 272, 318, 461], [336, 250, 459, 438], [667, 355, 800, 566], [251, 254, 426, 440]]"
001264.jpg,"[800, 600, 3]",[13],"[[110, 40, 715, 557]]"
001265.jpg,"[600, 917, 3]",[1],"[[15, 81, 574, 861]]"
001266.jpg,"[904, 600, 3]","[13, 1, 1]","[[2, 159, 862, 600], [231, 40, 569, 600], [508, 4, 904, 600]]"
001267.jpg,"[800, 600, 3]","[12, 1, 1, 1, 12]","[[509, 320, 800, 474], [170, 331, 224, 410], [381, 302, 432, 418], [325, 341, 373, 432], [200, 328, 285, 387]]"
001268.jpg,"[901, 600, 3]","[12, 12]","[[52, 162, 582, 441], [477, 112, 881, 321]]"
001269.jpg,"[901, 600, 3]",[1],"[[195, 166, 701, 600]]"
001270.jpg,"[840, 600, 3]",[8],"[[52, 212, 753, 393]]"
001271.jpg,"[800, 600, 3]","[1, 1, 1, 7, 7, 7, 1]","[[486, 2, 648, 200], [40, 2, 173, 229], [2, 2, 53, 288], [469, 98, 555, 219], [712, 2, 800, 210], [70, 38, 800, 600], [278, 2, 349, 104]]"
001272.jpg,"[725, 600, 3]","[15, 15, 1]","[[264, 126, 351, 293], [262, 223, 435, 383], [149, 32, 680, 600]]"
001273.jpg,"[600, 682, 3]",[2],"[[72, 180, 535, 571]]"
001274.jpg,"[600, 800, 3]",[3],"[[221, 314, 368, 550]]"
